"","Date","Precip.MM","MonthNumber","Month","Year","Season"
"2744",1939-08-28,50.4,8,"Aug",1939,"Summer"
"2745",1939-09-28,59.1,9,"Sep",1939,"Autumn"
"2746",1939-10-28,86,10,"Oct",1939,"Autumn"
"2747",1939-11-28,193.5,11,"Nov",1939,"Autumn"
"2748",1939-12-28,84,12,"Dec",1939,"Winter"
"2749",1940-01-28,106.2,1,"Jan",1940,"Winter"
"2750",1940-02-28,127.5,2,"Feb",1940,"Winter"
"2751",1940-03-28,95,3,"Mar",1940,"Spring"
"2752",1940-04-28,97.9,4,"Apr",1940,"Spring"
"2753",1940-05-28,47.8,5,"May",1940,"Spring"
"2754",1940-06-28,35.5,6,"Jun",1940,"Summer"
"2755",1940-07-28,95.2,7,"Jul",1940,"Summer"
"2756",1940-08-28,18.2,8,"Aug",1940,"Summer"
"2757",1940-09-28,65.3,9,"Sep",1940,"Autumn"
"2758",1940-10-28,177,10,"Oct",1940,"Autumn"
"2759",1940-11-28,139.4,11,"Nov",1940,"Autumn"
"2760",1940-12-28,114.6,12,"Dec",1940,"Winter"
"2761",1941-01-28,106.3,1,"Jan",1941,"Winter"
"2762",1941-02-28,107.6,2,"Feb",1941,"Winter"
"2763",1941-03-28,86.8,3,"Mar",1941,"Spring"
"2764",1941-04-28,45.4,4,"Apr",1941,"Spring"
"2765",1941-05-28,68.9,5,"May",1941,"Spring"
"2766",1941-06-28,25.2,6,"Jun",1941,"Summer"
"2767",1941-07-28,75.4,7,"Jul",1941,"Summer"
"2768",1941-08-28,93.6,8,"Aug",1941,"Summer"
"2769",1941-09-28,32,9,"Sep",1941,"Autumn"
"2770",1941-10-28,92.3,10,"Oct",1941,"Autumn"
"2771",1941-11-28,167.5,11,"Nov",1941,"Autumn"
"2772",1941-12-28,62.4,12,"Dec",1941,"Winter"
"2773",1942-01-28,150.3,1,"Jan",1942,"Winter"
"2774",1942-02-28,39.2,2,"Feb",1942,"Winter"
"2775",1942-03-28,97.6,3,"Mar",1942,"Spring"
"2776",1942-04-28,62.5,4,"Apr",1942,"Spring"
"2777",1942-05-28,112.8,5,"May",1942,"Spring"
"2778",1942-06-28,13.1,6,"Jun",1942,"Summer"
"2779",1942-07-28,93.3,7,"Jul",1942,"Summer"
"2780",1942-08-28,124.7,8,"Aug",1942,"Summer"
"2781",1942-09-28,116,9,"Sep",1942,"Autumn"
"2782",1942-10-28,66.1,10,"Oct",1942,"Autumn"
"2783",1942-11-28,24.2,11,"Nov",1942,"Autumn"
"2784",1942-12-28,140.1,12,"Dec",1942,"Winter"
"2785",1943-01-28,175.8,1,"Jan",1943,"Winter"
"2786",1943-02-28,55.2,2,"Feb",1943,"Winter"
"2787",1943-03-28,33.5,3,"Mar",1943,"Spring"
"2788",1943-04-28,54.9,4,"Apr",1943,"Spring"
"2789",1943-05-28,103.5,5,"May",1943,"Spring"
"2790",1943-06-28,80.3,6,"Jun",1943,"Summer"
"2791",1943-07-28,61.8,7,"Jul",1943,"Summer"
"2792",1943-08-28,119.4,8,"Aug",1943,"Summer"
"2793",1943-09-28,96.4,9,"Sep",1943,"Autumn"
"2794",1943-10-28,125.7,10,"Oct",1943,"Autumn"
"2795",1943-11-28,80.6,11,"Nov",1943,"Autumn"
"2796",1943-12-28,72.3,12,"Dec",1943,"Winter"
"2797",1944-01-28,108.9,1,"Jan",1944,"Winter"
"2798",1944-02-28,36.9,2,"Feb",1944,"Winter"
"2799",1944-03-28,16.9,3,"Mar",1944,"Spring"
"2800",1944-04-28,68.4,4,"Apr",1944,"Spring"
"2801",1944-05-28,45.6,5,"May",1944,"Spring"
"2802",1944-06-28,58.2,6,"Jun",1944,"Summer"
"2803",1944-07-28,97.1,7,"Jul",1944,"Summer"
"2804",1944-08-28,77.5,8,"Aug",1944,"Summer"
"2805",1944-09-28,132.9,9,"Sep",1944,"Autumn"
"2806",1944-10-28,139.1,10,"Oct",1944,"Autumn"
"2807",1944-11-28,160.3,11,"Nov",1944,"Autumn"
"2808",1944-12-28,120.9,12,"Dec",1944,"Winter"
"2809",1945-01-28,88.2,1,"Jan",1945,"Winter"
"2810",1945-02-28,102.8,2,"Feb",1945,"Winter"
"2811",1945-03-28,42.3,3,"Mar",1945,"Spring"
"2812",1945-04-28,43,4,"Apr",1945,"Spring"
"2813",1945-05-28,98.5,5,"May",1945,"Spring"
"2814",1945-06-28,108.8,6,"Jun",1945,"Summer"
"2815",1945-07-28,114.4,7,"Jul",1945,"Summer"
"2816",1945-08-28,59.1,8,"Aug",1945,"Summer"
"2817",1945-09-28,92.1,9,"Sep",1945,"Autumn"
"2818",1945-10-28,105.4,10,"Oct",1945,"Autumn"
"2819",1945-11-28,34.2,11,"Nov",1945,"Autumn"
"2820",1945-12-28,137.4,12,"Dec",1945,"Winter"
"2821",1946-01-28,125.4,1,"Jan",1946,"Winter"
"2822",1946-02-28,88,2,"Feb",1946,"Winter"
"2823",1946-03-28,59.2,3,"Mar",1946,"Spring"
"2824",1946-04-28,34.1,4,"Apr",1946,"Spring"
"2825",1946-05-28,64.7,5,"May",1946,"Spring"
"2826",1946-06-28,99.3,6,"Jun",1946,"Summer"
"2827",1946-07-28,88.1,7,"Jul",1946,"Summer"
"2828",1946-08-28,150.8,8,"Aug",1946,"Summer"
"2829",1946-09-28,162.9,9,"Sep",1946,"Autumn"
"2830",1946-10-28,68.7,10,"Oct",1946,"Autumn"
"2831",1946-11-28,136.6,11,"Nov",1946,"Autumn"
"2832",1946-12-28,136.3,12,"Dec",1946,"Winter"
"2833",1947-01-28,135.9,1,"Jan",1947,"Winter"
"2834",1947-02-28,71.9,2,"Feb",1947,"Winter"
"2835",1947-03-28,184.8,3,"Mar",1947,"Spring"
"2836",1947-04-28,104.9,4,"Apr",1947,"Spring"
"2837",1947-05-28,115.2,5,"May",1947,"Spring"
"2838",1947-06-28,122.9,6,"Jun",1947,"Summer"
"2839",1947-07-28,92,7,"Jul",1947,"Summer"
"2840",1947-08-28,27.8,8,"Aug",1947,"Summer"
"2841",1947-09-28,79.7,9,"Sep",1947,"Autumn"
"2842",1947-10-28,71.7,10,"Oct",1947,"Autumn"
"2843",1947-11-28,134.6,11,"Nov",1947,"Autumn"
"2844",1947-12-28,106,12,"Dec",1947,"Winter"
"2845",1948-01-28,200.5,1,"Jan",1948,"Winter"
"2846",1948-02-28,67.6,2,"Feb",1948,"Winter"
"2847",1948-03-28,74.8,3,"Mar",1948,"Spring"
"2848",1948-04-28,65.5,4,"Apr",1948,"Spring"
"2849",1948-05-28,59.9,5,"May",1948,"Spring"
"2850",1948-06-28,91,6,"Jun",1948,"Summer"
"2851",1948-07-28,70.8,7,"Jul",1948,"Summer"
"2852",1948-08-28,98.2,8,"Aug",1948,"Summer"
"2853",1948-09-28,93.6,9,"Sep",1948,"Autumn"
"2854",1948-10-28,106.8,10,"Oct",1948,"Autumn"
"2855",1948-11-28,94,11,"Nov",1948,"Autumn"
"2856",1948-12-28,199,12,"Dec",1948,"Winter"
"2857",1949-01-28,71.6,1,"Jan",1949,"Winter"
"2858",1949-02-28,71.5,2,"Feb",1949,"Winter"
"2859",1949-03-28,57.5,3,"Mar",1949,"Spring"
"2860",1949-04-28,75.9,4,"Apr",1949,"Spring"
"2861",1949-05-28,60.9,5,"May",1949,"Spring"
"2862",1949-06-28,30.8,6,"Jun",1949,"Summer"
"2863",1949-07-28,62.3,7,"Jul",1949,"Summer"
"2864",1949-08-28,104.1,8,"Aug",1949,"Summer"
"2865",1949-09-28,63.4,9,"Sep",1949,"Autumn"
"2866",1949-10-28,157.2,10,"Oct",1949,"Autumn"
"2867",1949-11-28,102.5,11,"Nov",1949,"Autumn"
"2868",1949-12-28,115.2,12,"Dec",1949,"Winter"
"2869",1950-01-28,68.8,1,"Jan",1950,"Winter"
"2870",1950-02-28,138.7,2,"Feb",1950,"Winter"
"2871",1950-03-28,57.6,3,"Mar",1950,"Spring"
"2872",1950-04-28,89,4,"Apr",1950,"Spring"
"2873",1950-05-28,31.8,5,"May",1950,"Spring"
"2874",1950-06-28,61.2,6,"Jun",1950,"Summer"
"2875",1950-07-28,126.1,7,"Jul",1950,"Summer"
"2876",1950-08-28,152.1,8,"Aug",1950,"Summer"
"2877",1950-09-28,164.1,9,"Sep",1950,"Autumn"
"2878",1950-10-28,88.3,10,"Oct",1950,"Autumn"
"2879",1950-11-28,93.5,11,"Nov",1950,"Autumn"
"2880",1950-12-28,99.2,12,"Dec",1950,"Winter"
"2881",1951-01-28,125.4,1,"Jan",1951,"Winter"
"2882",1951-02-28,98.6,2,"Feb",1951,"Winter"
"2883",1951-03-28,85.8,3,"Mar",1951,"Spring"
"2884",1951-04-28,49.7,4,"Apr",1951,"Spring"
"2885",1951-05-28,56.6,5,"May",1951,"Spring"
"2886",1951-06-28,53.6,6,"Jun",1951,"Summer"
"2887",1951-07-28,68.9,7,"Jul",1951,"Summer"
"2888",1951-08-28,134.6,8,"Aug",1951,"Summer"
"2889",1951-09-28,128.7,9,"Sep",1951,"Autumn"
"2890",1951-10-28,53.3,10,"Oct",1951,"Autumn"
"2891",1951-11-28,153.6,11,"Nov",1951,"Autumn"
"2892",1951-12-28,162.3,12,"Dec",1951,"Winter"
"2893",1952-01-28,127,1,"Jan",1952,"Winter"
"2894",1952-02-28,24.9,2,"Feb",1952,"Winter"
"2895",1952-03-28,67.6,3,"Mar",1952,"Spring"
"2896",1952-04-28,64.3,4,"Apr",1952,"Spring"
"2897",1952-05-28,65.2,5,"May",1952,"Spring"
"2898",1952-06-28,63.5,6,"Jun",1952,"Summer"
"2899",1952-07-28,33,7,"Jul",1952,"Summer"
"2900",1952-08-28,100,8,"Aug",1952,"Summer"
"2901",1952-09-28,53.6,9,"Sep",1952,"Autumn"
"2902",1952-10-28,145.7,10,"Oct",1952,"Autumn"
"2903",1952-11-28,79.7,11,"Nov",1952,"Autumn"
"2904",1952-12-28,104.7,12,"Dec",1952,"Winter"
"2905",1953-01-28,40.3,1,"Jan",1953,"Winter"
"2906",1953-02-28,47.5,2,"Feb",1953,"Winter"
"2907",1953-03-28,19.9,3,"Mar",1953,"Spring"
"2908",1953-04-28,72.9,4,"Apr",1953,"Spring"
"2909",1953-05-28,59.8,5,"May",1953,"Spring"
"2910",1953-06-28,43.6,6,"Jun",1953,"Summer"
"2911",1953-07-28,129,7,"Jul",1953,"Summer"
"2912",1953-08-28,96,8,"Aug",1953,"Summer"
"2913",1953-09-28,107.8,9,"Sep",1953,"Autumn"
"2914",1953-10-28,88,10,"Oct",1953,"Autumn"
"2915",1953-11-28,104.3,11,"Nov",1953,"Autumn"
"2916",1953-12-28,87.8,12,"Dec",1953,"Winter"
"2917",1954-01-28,79.4,1,"Jan",1954,"Winter"
"2918",1954-02-28,117,2,"Feb",1954,"Winter"
"2919",1954-03-28,101.5,3,"Mar",1954,"Spring"
"2920",1954-04-28,28.7,4,"Apr",1954,"Spring"
"2921",1954-05-28,104.3,5,"May",1954,"Spring"
"2922",1954-06-28,65.9,6,"Jun",1954,"Summer"
"2923",1954-07-28,89.4,7,"Jul",1954,"Summer"
"2924",1954-08-28,79.1,8,"Aug",1954,"Summer"
"2925",1954-09-28,129.3,9,"Sep",1954,"Autumn"
"2926",1954-10-28,173.9,10,"Oct",1954,"Autumn"
"2927",1954-11-28,145,11,"Nov",1954,"Autumn"
"2928",1954-12-28,128,12,"Dec",1954,"Winter"
"2929",1955-01-28,111.9,1,"Jan",1955,"Winter"
"2930",1955-02-28,100.7,2,"Feb",1955,"Winter"
"2931",1955-03-28,39.6,3,"Mar",1955,"Spring"
"2932",1955-04-28,71.5,4,"Apr",1955,"Spring"
"2933",1955-05-28,91.7,5,"May",1955,"Spring"
"2934",1955-06-28,129.2,6,"Jun",1955,"Summer"
"2935",1955-07-28,18.9,7,"Jul",1955,"Summer"
"2936",1955-08-28,47.1,8,"Aug",1955,"Summer"
"2937",1955-09-28,83,9,"Sep",1955,"Autumn"
"2938",1955-10-28,58.9,10,"Oct",1955,"Autumn"
"2939",1955-11-28,87.7,11,"Nov",1955,"Autumn"
"2940",1955-12-28,138.8,12,"Dec",1955,"Winter"
"2941",1956-01-28,106.8,1,"Jan",1956,"Winter"
"2942",1956-02-28,35.2,2,"Feb",1956,"Winter"
"2943",1956-03-28,86.4,3,"Mar",1956,"Spring"
"2944",1956-04-28,29.2,4,"Apr",1956,"Spring"
"2945",1956-05-28,44.7,5,"May",1956,"Spring"
"2946",1956-06-28,78.1,6,"Jun",1956,"Summer"
"2947",1956-07-28,119.8,7,"Jul",1956,"Summer"
"2948",1956-08-28,141.2,8,"Aug",1956,"Summer"
"2949",1956-09-28,122.6,9,"Sep",1956,"Autumn"
"2950",1956-10-28,73.9,10,"Oct",1956,"Autumn"
"2951",1956-11-28,66.7,11,"Nov",1956,"Autumn"
"2952",1956-12-28,161.5,12,"Dec",1956,"Winter"
"2953",1957-01-28,127.1,1,"Jan",1957,"Winter"
"2954",1957-02-28,92.4,2,"Feb",1957,"Winter"
"2955",1957-03-28,128.7,3,"Mar",1957,"Spring"
"2956",1957-04-28,33.1,4,"Apr",1957,"Spring"
"2957",1957-05-28,59.5,5,"May",1957,"Spring"
"2958",1957-06-28,47.1,6,"Jun",1957,"Summer"
"2959",1957-07-28,100.2,7,"Jul",1957,"Summer"
"2960",1957-08-28,87.9,8,"Aug",1957,"Summer"
"2961",1957-09-28,166,9,"Sep",1957,"Autumn"
"2962",1957-10-28,110.1,10,"Oct",1957,"Autumn"
"2963",1957-11-28,44,11,"Nov",1957,"Autumn"
"2964",1957-12-28,112.7,12,"Dec",1957,"Winter"
"2965",1958-01-28,131.4,1,"Jan",1958,"Winter"
"2966",1958-02-28,121,2,"Feb",1958,"Winter"
"2967",1958-03-28,81.3,3,"Mar",1958,"Spring"
"2968",1958-04-28,34.5,4,"Apr",1958,"Spring"
"2969",1958-05-28,110,5,"May",1958,"Spring"
"2970",1958-06-28,127.9,6,"Jun",1958,"Summer"
"2971",1958-07-28,121.2,7,"Jul",1958,"Summer"
"2972",1958-08-28,141.8,8,"Aug",1958,"Summer"
"2973",1958-09-28,139.9,9,"Sep",1958,"Autumn"
"2974",1958-10-28,71.9,10,"Oct",1958,"Autumn"
"2975",1958-11-28,69.1,11,"Nov",1958,"Autumn"
"2976",1958-12-28,130.9,12,"Dec",1958,"Winter"
"2977",1959-01-28,84.7,1,"Jan",1959,"Winter"
"2978",1959-02-28,30.3,2,"Feb",1959,"Winter"
"2979",1959-03-28,95.7,3,"Mar",1959,"Spring"
"2980",1959-04-28,83.5,4,"Apr",1959,"Spring"
"2981",1959-05-28,54.9,5,"May",1959,"Spring"
"2982",1959-06-28,62.9,6,"Jun",1959,"Summer"
"2983",1959-07-28,63.1,7,"Jul",1959,"Summer"
"2984",1959-08-28,32.2,8,"Aug",1959,"Summer"
"2985",1959-09-28,38.2,9,"Sep",1959,"Autumn"
"2986",1959-10-28,146,10,"Oct",1959,"Autumn"
"2987",1959-11-28,121.9,11,"Nov",1959,"Autumn"
"2988",1959-12-28,201.8,12,"Dec",1959,"Winter"
"2989",1960-01-28,116.1,1,"Jan",1960,"Winter"
"2990",1960-02-28,95.6,2,"Feb",1960,"Winter"
"2991",1960-03-28,83.4,3,"Mar",1960,"Spring"
"2992",1960-04-28,74.5,4,"Apr",1960,"Spring"
"2993",1960-05-28,69.8,5,"May",1960,"Spring"
"2994",1960-06-28,71.5,6,"Jun",1960,"Summer"
"2995",1960-07-28,144.9,7,"Jul",1960,"Summer"
"2996",1960-08-28,119.4,8,"Aug",1960,"Summer"
"2997",1960-09-28,119.5,9,"Sep",1960,"Autumn"
"2998",1960-10-28,140.2,10,"Oct",1960,"Autumn"
"2999",1960-11-28,167.1,11,"Nov",1960,"Autumn"
"3000",1960-12-28,126.1,12,"Dec",1960,"Winter"
"3001",1961-01-28,156.4,1,"Jan",1961,"Winter"
"3002",1961-02-28,93.5,2,"Feb",1961,"Winter"
"3003",1961-03-28,21.9,3,"Mar",1961,"Spring"
"3004",1961-04-28,135.6,4,"Apr",1961,"Spring"
"3005",1961-05-28,52.1,5,"May",1961,"Spring"
"3006",1961-06-28,48.1,6,"Jun",1961,"Summer"
"3007",1961-07-28,81.3,7,"Jul",1961,"Summer"
"3008",1961-08-28,71.7,8,"Aug",1961,"Summer"
"3009",1961-09-28,123.4,9,"Sep",1961,"Autumn"
"3010",1961-10-28,118.3,10,"Oct",1961,"Autumn"
"3011",1961-11-28,76.3,11,"Nov",1961,"Autumn"
"3012",1961-12-28,89.5,12,"Dec",1961,"Winter"
"3013",1962-01-28,127.4,1,"Jan",1962,"Winter"
"3014",1962-02-28,47,2,"Feb",1962,"Winter"
"3015",1962-03-28,89.7,3,"Mar",1962,"Spring"
"3016",1962-04-28,64.5,4,"Apr",1962,"Spring"
"3017",1962-05-28,77.2,5,"May",1962,"Spring"
"3018",1962-06-28,46.1,6,"Jun",1962,"Summer"
"3019",1962-07-28,70.6,7,"Jul",1962,"Summer"
"3020",1962-08-28,112.1,8,"Aug",1962,"Summer"
"3021",1962-09-28,145.9,9,"Sep",1962,"Autumn"
"3022",1962-10-28,52.7,10,"Oct",1962,"Autumn"
"3023",1962-11-28,80.7,11,"Nov",1962,"Autumn"
"3024",1962-12-28,102.9,12,"Dec",1962,"Winter"
"3025",1963-01-28,29.2,1,"Jan",1963,"Winter"
"3026",1963-02-28,67,2,"Feb",1963,"Winter"
"3027",1963-03-28,142,3,"Mar",1963,"Spring"
"3028",1963-04-28,77.4,4,"Apr",1963,"Spring"
"3029",1963-05-28,69.9,5,"May",1963,"Spring"
"3030",1963-06-28,70.3,6,"Jun",1963,"Summer"
"3031",1963-07-28,70.8,7,"Jul",1963,"Summer"
"3032",1963-08-28,103.8,8,"Aug",1963,"Summer"
"3033",1963-09-28,66.1,9,"Sep",1963,"Autumn"
"3034",1963-10-28,129.9,10,"Oct",1963,"Autumn"
"3035",1963-11-28,170.6,11,"Nov",1963,"Autumn"
"3036",1963-12-28,52.3,12,"Dec",1963,"Winter"
"3037",1964-01-28,43.1,1,"Jan",1964,"Winter"
"3038",1964-02-28,64.5,2,"Feb",1964,"Winter"
"3039",1964-03-28,130.6,3,"Mar",1964,"Spring"
"3040",1964-04-28,72.7,4,"Apr",1964,"Spring"
"3041",1964-05-28,79.7,5,"May",1964,"Spring"
"3042",1964-06-28,82.1,6,"Jun",1964,"Summer"
"3043",1964-07-28,72.1,7,"Jul",1964,"Summer"
"3044",1964-08-28,110.8,8,"Aug",1964,"Summer"
"3045",1964-09-28,75.4,9,"Sep",1964,"Autumn"
"3046",1964-10-28,109.3,10,"Oct",1964,"Autumn"
"3047",1964-11-28,71.5,11,"Nov",1964,"Autumn"
"3048",1964-12-28,142.5,12,"Dec",1964,"Winter"
"3049",1965-01-28,139.4,1,"Jan",1965,"Winter"
"3050",1965-02-28,9.8,2,"Feb",1965,"Winter"
"3051",1965-03-28,95.8,3,"Mar",1965,"Spring"
"3052",1965-04-28,81.1,4,"Apr",1965,"Spring"
"3053",1965-05-28,82.3,5,"May",1965,"Spring"
"3054",1965-06-28,104.3,6,"Jun",1965,"Summer"
"3055",1965-07-28,86.4,7,"Jul",1965,"Summer"
"3056",1965-08-28,93.8,8,"Aug",1965,"Summer"
"3057",1965-09-28,96.1,9,"Sep",1965,"Autumn"
"3058",1965-10-28,68.7,10,"Oct",1965,"Autumn"
"3059",1965-11-28,161.1,11,"Nov",1965,"Autumn"
"3060",1965-12-28,159.7,12,"Dec",1965,"Winter"
"3061",1966-01-28,116.5,1,"Jan",1966,"Winter"
"3062",1966-02-28,173.8,2,"Feb",1966,"Winter"
"3063",1966-03-28,57.8,3,"Mar",1966,"Spring"
"3064",1966-04-28,143.2,4,"Apr",1966,"Spring"
"3065",1966-05-28,87.5,5,"May",1966,"Spring"
"3066",1966-06-28,104,6,"Jun",1966,"Summer"
"3067",1966-07-28,51.7,7,"Jul",1966,"Summer"
"3068",1966-08-28,80.6,8,"Aug",1966,"Summer"
"3069",1966-09-28,83.9,9,"Sep",1966,"Autumn"
"3070",1966-10-28,146.4,10,"Oct",1966,"Autumn"
"3071",1966-11-28,72.4,11,"Nov",1966,"Autumn"
"3072",1966-12-28,121.4,12,"Dec",1966,"Winter"
"3073",1967-01-28,84.6,1,"Jan",1967,"Winter"
"3074",1967-02-28,109.3,2,"Feb",1967,"Winter"
"3075",1967-03-28,64.7,3,"Mar",1967,"Spring"
"3076",1967-04-28,37.3,4,"Apr",1967,"Spring"
"3077",1967-05-28,132.5,5,"May",1967,"Spring"
"3078",1967-06-28,29.8,6,"Jun",1967,"Summer"
"3079",1967-07-28,83.2,7,"Jul",1967,"Summer"
"3080",1967-08-28,97.8,8,"Aug",1967,"Summer"
"3081",1967-09-28,134.9,9,"Sep",1967,"Autumn"
"3082",1967-10-28,171.3,10,"Oct",1967,"Autumn"
"3083",1967-11-28,80.7,11,"Nov",1967,"Autumn"
"3084",1967-12-28,74.9,12,"Dec",1967,"Winter"
"3085",1968-01-28,121.4,1,"Jan",1968,"Winter"
"3086",1968-02-28,38.7,2,"Feb",1968,"Winter"
"3087",1968-03-28,76,3,"Mar",1968,"Spring"
"3088",1968-04-28,73.8,4,"Apr",1968,"Spring"
"3089",1968-05-28,64.4,5,"May",1968,"Spring"
"3090",1968-06-28,66.1,6,"Jun",1968,"Summer"
"3091",1968-07-28,37,7,"Jul",1968,"Summer"
"3092",1968-08-28,77.1,8,"Aug",1968,"Summer"
"3093",1968-09-28,144.2,9,"Sep",1968,"Autumn"
"3094",1968-10-28,129.5,10,"Oct",1968,"Autumn"
"3095",1968-11-28,125.5,11,"Nov",1968,"Autumn"
"3096",1968-12-28,150.3,12,"Dec",1968,"Winter"
"3097",1969-01-28,174.2,1,"Jan",1969,"Winter"
"3098",1969-02-28,59.4,2,"Feb",1969,"Winter"
"3099",1969-03-28,52.9,3,"Mar",1969,"Spring"
"3100",1969-04-28,65.9,4,"Apr",1969,"Spring"
"3101",1969-05-28,94.2,5,"May",1969,"Spring"
"3102",1969-06-28,68.7,6,"Jun",1969,"Summer"
"3103",1969-07-28,45.5,7,"Jul",1969,"Summer"
"3104",1969-08-28,54.4,8,"Aug",1969,"Summer"
"3105",1969-09-28,45.4,9,"Sep",1969,"Autumn"
"3106",1969-10-28,51.9,10,"Oct",1969,"Autumn"
"3107",1969-11-28,110.6,11,"Nov",1969,"Autumn"
"3108",1969-12-28,116.9,12,"Dec",1969,"Winter"
"3109",1970-01-28,127.8,1,"Jan",1970,"Winter"
"3110",1970-02-28,114.6,2,"Feb",1970,"Winter"
"3111",1970-03-28,57.6,3,"Mar",1970,"Spring"
"3112",1970-04-28,89.1,4,"Apr",1970,"Spring"
"3113",1970-05-28,32,5,"May",1970,"Spring"
"3114",1970-06-28,50.1,6,"Jun",1970,"Summer"
"3115",1970-07-28,91.6,7,"Jul",1970,"Summer"
"3116",1970-08-28,76.6,8,"Aug",1970,"Summer"
"3117",1970-09-28,110.6,9,"Sep",1970,"Autumn"
"3118",1970-10-28,81.2,10,"Oct",1970,"Autumn"
"3119",1970-11-28,165.8,11,"Nov",1970,"Autumn"
"3120",1970-12-28,56.1,12,"Dec",1970,"Winter"
"3121",1971-01-28,102.1,1,"Jan",1971,"Winter"
"3122",1971-02-28,59.2,2,"Feb",1971,"Winter"
"3123",1971-03-28,58.5,3,"Mar",1971,"Spring"
"3124",1971-04-28,55.6,4,"Apr",1971,"Spring"
"3125",1971-05-28,53.7,5,"May",1971,"Spring"
"3126",1971-06-28,79.1,6,"Jun",1971,"Summer"
"3127",1971-07-28,66.3,7,"Jul",1971,"Summer"
"3128",1971-08-28,90.2,8,"Aug",1971,"Summer"
"3129",1971-09-28,41.9,9,"Sep",1971,"Autumn"
"3130",1971-10-28,85.6,10,"Oct",1971,"Autumn"
"3131",1971-11-28,96.7,11,"Nov",1971,"Autumn"
"3132",1971-12-28,55.3,12,"Dec",1971,"Winter"
"3133",1972-01-28,144.7,1,"Jan",1972,"Winter"
"3134",1972-02-28,100.5,2,"Feb",1972,"Winter"
"3135",1972-03-28,90.9,3,"Mar",1972,"Spring"
"3136",1972-04-28,75.6,4,"Apr",1972,"Spring"
"3137",1972-05-28,113.2,5,"May",1972,"Spring"
"3138",1972-06-28,71.7,6,"Jun",1972,"Summer"
"3139",1972-07-28,59.4,7,"Jul",1972,"Summer"
"3140",1972-08-28,54.7,8,"Aug",1972,"Summer"
"3141",1972-09-28,16.9,9,"Sep",1972,"Autumn"
"3142",1972-10-28,66.4,10,"Oct",1972,"Autumn"
"3143",1972-11-28,134.8,11,"Nov",1972,"Autumn"
"3144",1972-12-28,128.5,12,"Dec",1972,"Winter"
"3145",1973-01-28,100.7,1,"Jan",1973,"Winter"
"3146",1973-02-28,77.4,2,"Feb",1973,"Winter"
"3147",1973-03-28,33.9,3,"Mar",1973,"Spring"
"3148",1973-04-28,48.1,4,"Apr",1973,"Spring"
"3149",1973-05-28,99.5,5,"May",1973,"Spring"
"3150",1973-06-28,37.4,6,"Jun",1973,"Summer"
"3151",1973-07-28,68.2,7,"Jul",1973,"Summer"
"3152",1973-08-28,104.9,8,"Aug",1973,"Summer"
"3153",1973-09-28,109.8,9,"Sep",1973,"Autumn"
"3154",1973-10-28,68.2,10,"Oct",1973,"Autumn"
"3155",1973-11-28,122.3,11,"Nov",1973,"Autumn"
"3156",1973-12-28,108.4,12,"Dec",1973,"Winter"
"3157",1974-01-28,205.1,1,"Jan",1974,"Winter"
"3158",1974-02-28,108.1,2,"Feb",1974,"Winter"
"3159",1974-03-28,51.9,3,"Mar",1974,"Spring"
"3160",1974-04-28,37.4,4,"Apr",1974,"Spring"
"3161",1974-05-28,95.7,5,"May",1974,"Spring"
"3162",1974-06-28,40.5,6,"Jun",1974,"Summer"
"3163",1974-07-28,88.5,7,"Jul",1974,"Summer"
"3164",1974-08-28,98.1,8,"Aug",1974,"Summer"
"3165",1974-09-28,166.2,9,"Sep",1974,"Autumn"
"3166",1974-10-28,55.1,10,"Oct",1974,"Autumn"
"3167",1974-11-28,98.8,11,"Nov",1974,"Autumn"
"3168",1974-12-28,91.6,12,"Dec",1974,"Winter"
"3169",1975-01-28,162.5,1,"Jan",1975,"Winter"
"3170",1975-02-28,49.3,2,"Feb",1975,"Winter"
"3171",1975-03-28,49.4,3,"Mar",1975,"Spring"
"3172",1975-04-28,61.3,4,"Apr",1975,"Spring"
"3173",1975-05-28,26.4,5,"May",1975,"Spring"
"3174",1975-06-28,20.6,6,"Jun",1975,"Summer"
"3175",1975-07-28,70.5,7,"Jul",1975,"Summer"
"3176",1975-08-28,48.1,8,"Aug",1975,"Summer"
"3177",1975-09-28,134.2,9,"Sep",1975,"Autumn"
"3178",1975-10-28,118.4,10,"Oct",1975,"Autumn"
"3179",1975-11-28,89.9,11,"Nov",1975,"Autumn"
"3180",1975-12-28,41,12,"Dec",1975,"Winter"
"3181",1976-01-28,109.3,1,"Jan",1976,"Winter"
"3182",1976-02-28,56.2,2,"Feb",1976,"Winter"
"3183",1976-03-28,95.5,3,"Mar",1976,"Spring"
"3184",1976-04-28,28.9,4,"Apr",1976,"Spring"
"3185",1976-05-28,96.7,5,"May",1976,"Spring"
"3186",1976-06-28,50.2,6,"Jun",1976,"Summer"
"3187",1976-07-28,74.7,7,"Jul",1976,"Summer"
"3188",1976-08-28,12,8,"Aug",1976,"Summer"
"3189",1976-09-28,116.9,9,"Sep",1976,"Autumn"
"3190",1976-10-28,178.8,10,"Oct",1976,"Autumn"
"3191",1976-11-28,89.5,11,"Nov",1976,"Autumn"
"3192",1976-12-28,102,12,"Dec",1976,"Winter"
"3193",1977-01-28,104.6,1,"Jan",1977,"Winter"
"3194",1977-02-28,174,2,"Feb",1977,"Winter"
